fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion
2025-11-29 18:12:10;Ñuñoa;casa;Excelente Ubicacion Ñuñoa Vespucio Metro Duble Almeyda Casa;23999;CLF;4 dormitorios;1 baño;110 m² útiles;4 dormitorios | 1 baño | 110 m² útiles;Metro Los Orientales, Diagonal Oriente, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Terreno A Pasos Del Nuevo Metro Línea 8;6800;CLF;;;336 m² útiles;336 m² útiles;Exequiel Fernandez, 1957, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Amplia Casa En Pasaje Seguro, Remodelada!;10490;CLF;4 dormitorios;3 baños;122 m² útiles;4 dormitorios | 3 baños | 122 m² útiles;Parque Juan XXIII, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Aislada 2 Pisos (5d-3b)  Carmen Covarrubias, Ñuñoa;480000000;CLP;5 dormitorios;3 baños;214 m² útiles;5 dormitorios | 3 baños | 214 m² útiles;CARMEN COVARRUBIAS 117, ÑUÑOA, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Linda Casa / 4 D + 4 B / García Moreno / Ñuñoa;12500;CLF;4 dormitorios;3 baños;184 m² útiles;4 dormitorios | 3 baños | 184 m² útiles;García Moreno 994, Ñuñoa, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;175000000;CLP;3 dormitorios;1 baño;70 m² útiles;3 dormitorios | 1 baño | 70 m² útiles;Punitaqui, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Segura En Venta Ñuñoa En Pasaje Cerrado Y Cercana A E;9200;CLF;3 dormitorios;2 baños;103 m² útiles;3 dormitorios | 2 baños | 103 m² útiles;Clorinda Willshaw 740, Santiago, Ñuñoa, Chile, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;240000000;CLP;4 dormitorios;2 baños;90 m² útiles;4 dormitorios | 2 baños | 90 m² útiles;Santa Julia, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Con Potencial Comercial 4d 2b Metro Chile España;7830;CLF;4 dormitorios;2 baños;125 m² útiles;4 dormitorios | 2 baños | 125 m² útiles;Alcalde Eduardo Castillo Velasco, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Joya Arquitectónica, Estilo Moderno, Barrio Pucará;16300;CLF;4 dormitorios;2 baños;200 m² útiles;4 dormitorios | 2 baños | 200 m² útiles;Luis Pereira, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Habitacional Y Comercial En Venta En Ñuñoa;12500;CLF;4 dormitorios;4 baños;190 m² útiles;4 dormitorios | 4 baños | 190 m² útiles;Metro Irarrázaval, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Esquina En Villaseca, Linda Arquitectura;12500;CLF;4 dormitorios;3 baños;175 m² útiles;4 dormitorios | 3 baños | 175 m² útiles;Villaseca, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa Con Gran Terreno Y Mucho Potencial En Ñuñoa;16900;CLF;6 dormitorios;3 baños;200 m² útiles;6 dormitorios | 3 baños | 200 m² útiles;Suecia Con Simón Bolivar, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Linda Casa Macul Con Irarrazabal A Pasos Metro Chile España ;8828;CLF;4 dormitorios;2 baños;84 m² útiles;4 dormitorios | 2 baños | 84 m² útiles;Irarrazabal Con Macul, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Venta Casa Sector Residencial Ñuñoa ;13800;CLF;4 dormitorios;3 baños;229 m² útiles;4 dormitorios | 3 baños | 229 m² útiles;ÑUÑOA, Parque Botánico, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Joya Arquitectónica, Estilo Moderno, Barrio Pucará;16300;CLF;4 dormitorios;2 baños;200 m² útiles;4 dormitorios | 2 baños | 200 m² útiles;Luis Pereira, Parque Botánico, Ñuñoa;
2025-11-29 18:12:10;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;11545;CLF;4 dormitorios;2 baños;245 m² útiles;4 dormitorios | 2 baños | 245 m² útiles;Suecia, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;16500;CLF;5 dormitorios;4 baños;380 m² útiles;5 dormitorios | 4 baños | 380 m² útiles;Crescente Errázuriz / Campo De Deportes, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta Para Remodelar En Ñuñoa;14000;CLF;7 dormitorios;4 baños;240 m² útiles;7 dormitorios | 4 baños | 240 m² útiles;Emilia Tellez 4073, Parque Botánico, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Hermosa Casa En Venta De 4 Dorm. En Ñuñoa;14800;CLF;4 dormitorios;3 baños;140 m² útiles;4 dormitorios | 3 baños | 140 m² útiles;Avenida Salvador / Crecente Errázuriz, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Hermosa Y Amplia Casa Juan Moya, Irarrázaval;12500;CLF;5 dormitorios;3 baños;177 m² útiles;5 dormitorios | 3 baños | 177 m² útiles;Juan Moya, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;980000000;CLP;4 dormitorios;3 baños;230 m² útiles;4 dormitorios | 3 baños | 230 m² útiles;Jose Domingo Cañas 1300, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 4 Dorm. 2 Estacionamientos En Ñuñoa;7100;CLF;4 dormitorios;2 baños;85 m² útiles;4 dormitorios | 2 baños | 85 m² útiles;La Quilla Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Hermosa Casa En Venta De 5 Dorm. En Ñuñoa;11976;CLF;5 dormitorios;4 baños;138 m² útiles;5 dormitorios | 4 baños | 138 m² útiles;Browm Sur, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;19000;CLF;4 dormitorios;3 baños;252 m² útiles;4 dormitorios | 3 baños | 252 m² útiles;José Domingo Cañas, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa A Vespucio Con Ramón Cruz , Metro Los Orientales;7100;CLF;4 dormitorios;2 baños;120 m² útiles;4 dormitorios | 2 baños | 120 m² útiles;Américo Vespucio Con Alcalde Castillo Velasco, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Hermosa Y Remodelada;16450;CLF;4 dormitorios;4 baños;240 m² útiles;4 dormitorios | 4 baños | 240 m² útiles;LUIS PEREIRA, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;10300;CLF;5 dormitorios;4 baños;200 m² útiles;5 dormitorios | 4 baños | 200 m² útiles;Tobalaba Con Montenegro, Amapolas, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Con Excelente Proyección;490000000;CLP;4 dormitorios;3 baños;140 m² útiles;4 dormitorios | 3 baños | 140 m² útiles;AMPLIA CASA CON GIRO COMERCIAL, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;415000000;CLP;4 dormitorios;2 baños;150 m² útiles;4 dormitorios | 2 baños | 150 m² útiles;Rosita Renard, Amapolas, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa De 2 Pisos En Ñuñoa 4d/2b De 220m2 ;210000000;CLP;4 dormitorios;2 baños;226 m² útiles;4 dormitorios | 2 baños | 226 m² útiles;CASA DE 2 PISOS EN ÑUÑOA 4D/2B DE 220M2, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta, Ley Pereira, De 3 Dorm. En Ñuñoa;7990;CLF;3 dormitorios;2 baños;125 m² útiles;3 dormitorios | 2 baños | 125 m² útiles;Simon Bolivar Con Suecia, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Los Cerezos - Los Almendros, Ñuñoa;8600;CLF;5 dormitorios;3 baños;106 m² útiles;5 dormitorios | 3 baños | 106 m² útiles;Los Cerezos - Los Almendros, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Ñuñoa;6700;CLF;5 dormitorios;1 baño;100 m² útiles;5 dormitorios | 1 baño | 100 m² útiles;Lo Encalada, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;7822;CLF;3 dormitorios;2 baños;109 m² útiles;3 dormitorios | 2 baños | 109 m² útiles;Los Cerezos, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;En Venta Casa Sector Campus Oriente Ñuñoa;10800;CLF;4 dormitorios;3 baños;170 m² útiles;4 dormitorios | 3 baños | 170 m² útiles;Jaime Guzmán Errázuriz/ Campus Oriente, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Gran Oferta Villa Frei, Rebajada!;7500;CLF;5 dormitorios;3 baños;90 m² útiles;5 dormitorios | 3 baños | 90 m² útiles;Pasaje Curamilla, Villa Frei, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa - Se Aceptan Ofertas;3000;CLF;3 dormitorios;1 baño;92 m² útiles;3 dormitorios | 1 baño | 92 m² útiles;Calle 2, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Villa Lo Plaza Ñuñoa;135000000;CLP;32 dormitorios;2 baños;105 m² útiles;32 dormitorios | 2 baños | 105 m² útiles;PUNITAQUI 4229, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Espectacular En Ñuñoa  Piscina, 4d/4b Y Gran Terreno;16000;CLF;4 dormitorios;4 baños;191 m² útiles;4 dormitorios | 4 baños | 191 m² útiles;Pascual Baburizza 564, 7790546 Ñuñoa, Región Metropolitana, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Linda Casa En Sector Plaza Sucre;14400;CLF;5 dormitorios;3 baños;205 m² útiles;5 dormitorios | 3 baños | 205 m² útiles;AV SUCRE / ALEJANDRO DEL RIO, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Ñuñoa Con Jardín;12999;CLF;7 dormitorios;4 baños;220 m² útiles;7 dormitorios | 4 baños | 220 m² útiles;Alcalde Eduardo Castillo Velasco 3000 - 3300, Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 6 Dorm. En Ñuñoa Metro Monseñor Eyzaguirre;7900;CLF;6 dormitorios;4 baños;85 m² útiles;6 dormitorios | 4 baños | 85 m² útiles;Manuel Montt / Irarrázaval, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Sector Exequiel Fernandez, Ñuñoa;7900;CLF;7 dormitorios;3 baños;154 m² útiles;7 dormitorios | 3 baños | 154 m² útiles;Grecia Con Excequiel Fernandez, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 7 Dorm. En Ñuñoa;18900;CLF;7 dormitorios;5 baños;314 m² útiles;7 dormitorios | 5 baños | 314 m² útiles;Pedro Torres / Simón Bolívar, Parque Botánico, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Barrio Residencial;7249;CLF;5 dormitorios;2 baños;76 m² útiles;5 dormitorios | 2 baños | 76 m² útiles;La Quilla 622, Villa Frei, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 2 Dorm. En Ñuñoa;12900;CLF;2 dormitorios;3 baños;110 m² útiles;2 dormitorios | 3 baños | 110 m² útiles;Entre Los Leones Y Villaseca, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Estilo, Solidez Y Amplitud, Unica!!!;14500;CLF;5 dormitorios;3 baños;228 m² útiles;5 dormitorios | 3 baños | 228 m² útiles;Salvador Sur 2457, 7.7505e+06 - 7.7508e+06 Ñuñoa, Región Metropolitana, Chile, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Ñuñoa A Pasos Av.grecia De 3 Dorm. ;9700;CLF;3 dormitorios;2 baños;190 m² útiles;3 dormitorios | 2 baños | 190 m² útiles;AV GRECIA, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Venta 3 Dorm., Pedro De Valdivia, Simón Bolivar, Ñuñoa;13000;CLF;3 dormitorios;2 baños;173 m² útiles;3 dormitorios | 2 baños | 173 m² útiles;Pedro De Valdivia / Simón Bolivar / Unimarc / Lider, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;17679;CLF;5 dormitorios;3 baños;253 m² útiles;5 dormitorios | 3 baños | 253 m² útiles;Pedro Torres / Montenegro / Irarrázaval / Julio Zegers, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Hermosa Casa De Ñuñoa De 2 Pisos, ;10500;CLF;6 dormitorios;6 baños;230 m² útiles;6 dormitorios | 6 baños | 230 m² útiles;Residencial Seminario 977, Ñuñoa, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Suecia - Ñuñoa;11550;CLF;4 dormitorios;2 baños;195 m² útiles;4 dormitorios | 2 baños | 195 m² útiles;Suecia 3000 - 3300, Ñuñoa, Chile, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Ñuñoa 3 Dormitorios;11500;CLF;3 dormitorios;2 baños;140 m² útiles;3 dormitorios | 2 baños | 140 m² útiles;Manuel Barrios 3900 - 4200, Ñuñoa, Chile, Amapolas, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Ñuñoa Con Terraza;11970;CLF;4 dormitorios;3 baños;114 m² útiles;4 dormitorios | 3 baños | 114 m² útiles;Emilia Téllez / Montenegro, Parque Botánico, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Venta 4 Dorm. Ñuñoa / Plaza Ñuñoa / Metro Chile España;350000000;CLP;4 dormitorios;2 baños;84 m² útiles;4 dormitorios | 2 baños | 84 m² útiles;Metro Chile España / Plaza Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Ñuñoa;6850;CLF;4 dormitorios;4 baños;198 m² útiles;4 dormitorios | 4 baños | 198 m² útiles;San Eugenio / Crescente Errázuriz, Parque San Eugenio - Metro Ñuble, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 8 Dorm. En Ñuñoa Granterreno Para Remodelar;14950;CLF;8 dormitorios;3 baños;265 m² útiles;8 dormitorios | 3 baños | 265 m² útiles;Pedro De Valdivia / Simón Bolívar / Villaseca, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 5d 2b En Ñuñoa;10700;CLF;5 dormitorios;2 baños;167 m² útiles;5 dormitorios | 2 baños | 167 m² útiles;Echeñique - Coventry, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta En Estadio Nacional Con Jardín;16000;CLF;5 dormitorios;4 baños;315 m² útiles;5 dormitorios | 4 baños | 315 m² útiles;Crescente Errázuriz 1800 - 2100, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;10000;CLF;3 dormitorios;2 baños;114 m² útiles;3 dormitorios | 2 baños | 114 m² útiles;Pucara / Metro Simón Bolívar, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 8 Dorm. En Ñuñoa;13800;CLF;8 dormitorios;4 baños;312 m² útiles;8 dormitorios | 4 baños | 312 m² útiles;José Domingo Cañas - Pedro De Valdivia, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;10900;CLF;5 dormitorios;3 baños;180 m² útiles;5 dormitorios | 3 baños | 180 m² útiles;Alcalde Jorge Monckeberg / Los Cerezos, Villa Frei, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa En Venta De 6 Dorm. En Ñuñoa;15900;CLF;6 dormitorios;4 baños;256 m² útiles;6 dormitorios | 4 baños | 256 m² útiles;Estadio Nacional / Campo De Deportes / Pedro De Valdivia, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:34;Ñuñoa;casa;Casa Residencial O Oficina En Venta De 4 Dorm. En Ñuñoa;13200;CLF;4 dormitorios;5 baños;238 m² útiles;4 dormitorios | 5 baños | 238 m² útiles;Simón Bolívar / Suecia, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Venta Excelente Ubicación Casa En Ñuñoa Gran Terreno 537m2;13000;CLF;5 dormitorios;4 baños;172 m² útiles;5 dormitorios | 4 baños | 172 m² útiles;Cercano A Campus Oriente, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Acogedora Casa En Venta En Ñuñoa;9890;CLF;3 dormitorios;2 baños;85 m² útiles;3 dormitorios | 2 baños | 85 m² útiles;Echeñique Con Hamburgo, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta De 5d 3b En Ñuñoa;450000000;CLP;5 dormitorios;3 baños;90 m² útiles;5 dormitorios | 3 baños | 90 m² útiles;Jose Domingo Cañas Con Campo De Deportes, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa 4 Dorm. Con Full Market Venta Ñuñoa / Los Alerces;30000;CLF;4 dormitorios;2 baños;105 m² útiles;4 dormitorios | 2 baños | 105 m² útiles;Los Alerces / Castillo Urizar, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta En Ñuñoa;9500;CLF;4 dormitorios;2 baños;170 m² útiles;4 dormitorios | 2 baños | 170 m² útiles;Estación Metro Irarrázaval /José Domingo Cañas / Matta Oriente, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;9800;CLF;4 dormitorios;3 baños;186 m² útiles;4 dormitorios | 3 baños | 186 m² útiles;Nancy / José Domingo Cañas, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta De 4 Dorm. En Ñuñoa;188900000;CLP;4 dormitorios;1 baño;43 m² útiles;4 dormitorios | 1 baño | 43 m² útiles;Chilcaya / Jorge Monckeberg, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta En Ñuñoa;330000000;CLP;3 dormitorios;1 baño;130 m² útiles;3 dormitorios | 1 baño | 130 m² útiles;Nuñez De Arce - Chile España, Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa; Casa En  Venta Mejor Barrio De Ñuñoa;335000000;CLP;4 dormitorios;2 baños;133 m² útiles;4 dormitorios | 2 baños | 133 m² útiles;Guggenheim 220, 7790677 Ñuñoa, Región Metropolitana, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Ñuñoa;300000000;CLP;4 dormitorios;2 baños;136 m² útiles;4 dormitorios | 2 baños | 136 m² útiles;Rosita Renard, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta 3d-3b;9500;CLF;3 dormitorios;3 baños;170 m² útiles;3 dormitorios | 3 baños | 170 m² útiles;MATTA ORENTE 563, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa; Casa 3d/3b Con Piscina, Cerca Colegio Calazanz;12890;CLF;3 dormitorios;3 baños;200 m² útiles;3 dormitorios | 3 baños | 200 m² útiles;AMOLIA CASA 3D/3B PISCINA, Villa Frei, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;¡oportunidad! Casa De 9 D Y 7 B Ñuñoa Norte;9000;CLF;9 dormitorios;7 baños;271 m² útiles;9 dormitorios | 7 baños | 271 m² útiles;DIAGONAL ORIENTE, Villa Frei, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa Remodelada Sector Parque Juan Xxiii;11200;CLF;5 dormitorios;2 baños;168 m² útiles;5 dormitorios | 2 baños | 168 m² útiles;PARQUE JUAN XXIII, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Hermosa Casa Completamente Restaurada Barrio Italia;12000;CLF;4 dormitorios;3 baños;240 m² útiles;4 dormitorios | 3 baños | 240 m² útiles;BARRIO ITALIA, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Amplia Casa Con Piscina Sector Monseñor Eyzaguirre;530000000;CLP;7 dormitorios;5 baños;300 m² útiles;7 dormitorios | 5 baños | 300 m² útiles;METRO MONSEÑOR EYZAGUIRRE, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa Ampliada 3d  Villa Frei;8500;CLF;3 dormitorios;4 baños;70 m² útiles;3 dormitorios | 4 baños | 70 m² útiles;VILLA FREI, Villa Frei, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Venta, Casa, Ñuñoa, Sector Estadio Nacional.;18500;CLF;4 dormitorios;3 baños;283 m² útiles;4 dormitorios | 3 baños | 283 m² útiles;Campos De Deportes/Eduardo Castillo Velasco, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Gran Casa Entre General Pedro Pablo Dartnell Y Suarez Mujica;12300;CLF;4 dormitorios;4 baños;192 m² útiles;4 dormitorios | 4 baños | 192 m² útiles;ENTRE GENERAL PEDRO PABLO DARTNELL Y SUAREZ MUJICA, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Muy Amplia / 11d / 5b / 5e Centro De Ñuñoa;14900;CLF;11 dormitorios;5 baños;357 m² útiles;11 dormitorios | 5 baños | 357 m² útiles;PLAZA TOCORNAL - ÑUÑOA, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Gran Casa Con Local Comercial 4 Dorm. En Ñuñoa;278000000;CLP;4 dormitorios;2 baños;143 m² útiles;4 dormitorios | 2 baños | 143 m² útiles;GRAN CASA CON LOCAL COMERCIAL 4 DORM. EN ÑUÑOA, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Oportunidad Ñuñoa Parque Juan Xxiii;9000;CLF;5 dormitorios;4 baños;140 m² útiles;5 dormitorios | 4 baños | 140 m² útiles;Parque Juan XXIII, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Venta Linda Casa De 5 Dorm En Calle Carmen Covarrubias;15800;CLF;5 dormitorios;4 baños;252 m² útiles;5 dormitorios | 4 baños | 252 m² útiles;VENTA LINDA CASA DE 5 DORM EN CALLE CARMEN COVARRUBIAS, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Crescente Errázuriz Con Salvador, 6 Dormitorios;17250;CLF;6 dormitorios;3 baños;192 m² útiles;6 dormitorios | 3 baños | 192 m² útiles;CRESCENTE ERRÁZURIZ CON SALVADOR, 6 DORMITORIOS, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta Ñuñoa ( Carlos Aguirre Luco);11000;CLF;4 dormitorios;3 baños;147 m² útiles;4 dormitorios | 3 baños | 147 m² útiles;CARLOS AGUIRRE LUCO/ PUCARA, Parque Botánico, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Venta ¡amplia Casa De 3 Pisos Con Gran Potencial Comercial! ;21000;CLF;8 dormitorios;4 baños;302 m² útiles;8 dormitorios | 4 baños | 302 m² útiles;ÑUÑOA NORTE, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta De 5 Dorm. En Ñuñoa;17990;CLF;5 dormitorios;3 baños;283 m² útiles;5 dormitorios | 3 baños | 283 m² útiles;CASA EN VENTA DE 5 DORM. EN ÑUÑOA, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Av. Ossa / Echeñique / Metro Simón Bolivar;650000000;CLP;3 dormitorios;1 baño;70 m² útiles;3 dormitorios | 1 baño | 70 m² útiles;Av. Ossa 900 - 1200, Ñuñoa, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa Venta 5 Dormitorios, 5 Estacionamientos Y Piscina Ñuñoa;19990;CLF;5 dormitorios;3 baños;215 m² útiles;5 dormitorios | 3 baños | 215 m² útiles;Hernando De Aguirre - Pedro Torres, Parque Botánico, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Fantastica Casa 4d + 3b|213 Mt2 Totales |metro Simón Bolivar;12300;CLF;4 dormitorios;3 baños;125 m² útiles;4 dormitorios | 3 baños | 125 m² útiles;ROSITA RENARD/ HAMBURGO/ ÑUÑOA / METRO SIMON BOLIVAR, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Pedro Rico / Metro Los Orientales;286900000;CLP;3 dormitorios;1 baño;81 m² útiles;3 dormitorios | 1 baño | 81 m² útiles;Pedro Rico, Ñuñoa, Diagonal Oriente, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Se Vende Amplia Casa 4d/2b A Pasos De Av. Grecia Y Salvador ;340000000;CLP;4 dormitorios;2 baños;113 m² útiles;4 dormitorios | 2 baños | 113 m² útiles;A PASOS DE AVENIDA GRECIA, Estadio Nacional, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Casa En Venta En Ñuñoa;8160;CLF;4 dormitorios;3 baños;62 m² útiles;4 dormitorios | 3 baños | 62 m² útiles;Av. Simón Bolívar 3085, Santiago, Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:12:50;Ñuñoa;casa;Hermosa Y Amplia Casa A La Venta Ñuñoa;5730;CLF;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Lluta 3809, Ñuñoa, Juan Gómez Millas, Ñuñoa;
